Epoch,Training Loss,Validation Loss,Perplexity,Sample
1,3.5159198683361677,3.875662326812744,33.53288269042969,Python Developer-Fresher : Lead and manage teams; Collaborate with cross-Experienced : Lead and implement SEO; Mentor junior engineers; Collaborate with cross-Experienced : Lead cross-Experienced : Lead and manage cloud infrastructure; Mentor junior engineers; Mentor
2,2.743772113045981,3.151249885559082,24.909412384033203,Python Developer-Fresher : Assist in testing; Collaborate with team members; Support data analysis; Support data analysis; Support data-Experienced : Lead and implement and maintain BI projects; Collaborate with team members; Collaborate with team members; Collaborate with team members;
3,2.3495442922725234,2.982436180114746,15.967185974121094,Python Developer-Fresher : Assist in basic data analysis; Support data analysis and data analysis; Collaborate with team members; Support data analysis; Support team members<|endoftext|>Data Analyst-Fresher : Assist in data analysis and data analysis tasks; Support data analysis; Support data analysis
4,1.9513310609861862,2.903541088104248,11.034031867980957,Python Developer-Fresher : Assist in basic data analysis; Support web application development; Support cloud infrastructure and data; Support senior designers; Collaborate with team members<|endoftext|>SEO Specialist-Fresher : Support in Agile documentation; Document prompt engineering teams; Learn and optimize prompts
5,1.4746698917344558,2.717481851577759,8.00635051727295,Python Developer-Fresher : Assist in Python application development; Support in developing basic data integrity and presentations; Support senior designers; Learn and processes; Prepare basic data integrity; Collaborate with cross-functional teams; Document research; Document development teams; Document research; Document research and product
6,0.9920849536740503,2.523916006088257,4.007084369659424,Python Developer-Fresher : Assist in Python application development; Support in Python application development; Perform data collection and code reviews; Collaborate with senior team members; Assist in code and code and code reviews; Document code; Document results and code and workflows; Collaborate with senior
7,0.6239154782406119,2.537497043609619,3.0944864749908447,Python Developer-Fresher : Assist in Python application development; Support in developing basic ML models using Python development with Django/Flask; Perform data collection and and insights; Collaborate with cross-functional teams; Document development of data analysis and workflows<|endoftext|>Test Automation Engineer -
8,0.3665729255177254,2.6784567832946777,2.0134053230285645,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Perform testing; Collaborate with team; Perform web application development; Document best practices; Document work
9,0.2250860804735228,2.7910752296447754,1.4318642616271973,Python Developer-Fresher : Train in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Assist in data analysis tasks; Document code generation strategies; Create visualizations; Work on basic unit tests<|endoftext|>UX Design Intern-Experienced : Lead
10,0.14396784939738208,2.7501628398895264,1.3010741472244263,Python Developer-Fresher : Support data ingestion processes; Work with ML models using Python and mentor junior developers; Assist in documenting user stories; Learn cloud deployment and automation tools; Participate in version control with Matplotlib for data analysis; Document workflows and processes; Document research
11,0.09719182464272477,2.868910789489746,1.1826475858688354,Python Developer-Fresher : Train in Swift programming for mobile development.; Assist in connecting backend APIs with mobile frontend.; Debug small modules using Simulator.; Prepare basic documentation for code and features.; Shadow senior developers to understand workflows.<|endoftext|>Software Tester (SDET)-Experienced
12,0.06852215129968732,2.8304271697998047,1.1008574962615967,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
13,0.054056362010711845,2.9439213275909424,1.0695363283157349,Python Developer-Fresher : Train in Swift programming for mobile development.; Assist in Python and mobile app development.; Assist in designing surveys; Create and code reviews.; Collaborate with front-end developers in code reviews and code and features for responsive layouts; Document best practices.<|endoftext|>UX
14,0.04677293077111244,2.960684299468994,1.0751147270202637,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
15,0.03711882701446844,3.0456202030181885,1.082495093345642,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
16,0.03634936358173226,3.001807689666748,1.0467368364334106,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development; Perform data analysis and visualization; Document code and code; Collaborate with team on risk assessments<|endoftext|>Copywriter-Mid-Level : Develop persuasive and SEO-optimized copy
17,0.03546397812491239,2.9676284790039062,1.0541497468948364,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
18,0.028107765715482624,3.0590009689331055,1.0398740768432617,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
19,0.029797696400173875,3.0097780227661133,1.0401358604431152,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit and workflows<|endoftext|>Test Automation Engineer -
20,0.031541132346488705,3.0962138175964355,1.0343732833862305,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
21,0.029485097891369532,3.2848548889160156,1.0492428541183472,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
22,0.029146423649995826,3.1321334838867188,1.0372475385665894,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
23,0.028517163813460703,3.1466050148010254,1.04213285446167,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests with team on test frameworks; Collaborate
24,0.02818494883560857,3.133117198944092,1.0240219831466675,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
25,0.028837775031841078,3.076300621032715,1.034712314605713,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
26,0.03416923316585463,3.0558652877807617,1.0354684591293335,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
27,0.03614453421255877,3.0414538383483887,1.0605984926223755,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with; Support web applications using Django or Flask; Participate in agile best practices
28,0.037949646195006924,3.04002046585083,1.048267126083374,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
29,0.03768008223973041,3.184382200241089,1.0397412776947021,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Write clean code and code; Collaborate with team members; Perform data analysis and operations; Write unit tests; Document code and processes; Follow best
30,0.03921791646889476,3.1522488594055176,1.0605175495147705,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
31,0.03873890460750391,3.2176051139831543,1.0661964416503906,Python Developer-Fresher : Train in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
32,0.03992868877600792,3.17071270942688,1.0793159008026123,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Collaborate with cross-functional teams; Document AI workflow
33,0.04488041316873805,3.2288312911987305,1.0555083751678467,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
34,0.04000687417249347,3.3530654907226562,1.0718828439712524,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
35,0.03911558356742526,3.165846824645996,1.0401371717453003,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Conduct interviews; Perform data insights and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
36,0.03832023235601048,3.1613545417785645,1.044223666191101,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
37,0.02979653488931268,3.0763261318206787,1.06281316280365,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
38,0.0300000918552626,3.1630303859710693,1.042685627937317,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations; Write SQL queries; Write unit tests; Document code and processes; Collaborate
39,0.0254481581667828,3.219648838043213,1.0419750213623047,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
40,0.024735447907343854,3.252011775970459,1.06020188331604,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
41,0.023394178577460522,3.1346981525421143,1.0212677717208862,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
42,0.02251569482736116,3.3717989921569824,1.0312319993972778,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
43,0.022973111808993096,3.3740131855010986,1.0567330121994019,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
44,0.02217969159747279,3.351379156112671,1.044490933418274,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
45,0.021021485285356988,3.4079384803771973,1.0205172300338745,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
46,0.02396053955132185,3.3472089767456055,1.0322332382202148,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
47,0.02267245164271011,3.4515953063964844,1.0342960357666016,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
48,0.025200669458785723,3.3546531200408936,1.0209136009216309,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pand; Collaborate with marketing and iterations<|endoftext|>AI Prompt Engineer-Experienced : Develop AI prompts for AI model evaluation; Lead
49,0.026643834748240405,3.4772119522094727,1.0394890308380127,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with team members<|endoftext|>Python Developer-Fresher : Support development; Assist in
50,0.026726422896392123,3.5261330604553223,1.0313076972961426,Python Developer-Fresher : Assist in Python application development; Implement basic programming logic; Support web app development with Django/Flask; Perform data analysis using Pandas and NumPy; Create visualizations with Matplotlib; Write unit tests; Document code and processes; Collaborate
